,key,item,item_url,price,shop,shop_url
27,小鸟的晨歌,语文素养读本丛书 小鸟的晨歌+穿浅蓝格子衬衫的太阳 小学卷 一年级/1年级上册+下册 2本 小学语文读本课外阅读课外美文亲子阅读类,//detail.tmall.com/item.htm?id=574191450842&ns=1&abbucket=1,35.80,凡言图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2739852552
28,小鸟的晨歌,现货正版2018语文素养读本丛书 小学卷 一年级上册语文 小鸟的晨歌+1年级下册穿浅蓝格子衬衫的太阳 共2本 温儒敏 人民教育出版社,//detail.tmall.com/item.htm?id=559996815805&ns=1&abbucket=1,29.80,兰紫图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2511679642
29,小鸟的晨歌,现货正版语文素养读本丛书一年级上册下册小鸟的晨歌+穿浅蓝格子衬衫的太阳全2册1年级小学卷同步课外阅读温儒敏编人民教育出版社,//detail.tmall.com/item.htm?id=570678616579&ns=1&abbucket=1,31.60,朋康图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2653046610
30,小鸟的晨歌,正版包邮 语文素养读本丛书小学卷 一年级 小鸟的晨歌+穿浅蓝格子衫的太阳 一年级上下册温儒敏 人民教育 语文素养丛,//detail.tmall.com/item.htm?id=558187345786&ns=1&abbucket=1,32.80,火把图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2434247916
31,小鸟的晨歌,领劵下单-15语文素养读本小学卷全12册小学全套 小鸟的晨歌穿浅蓝格子衬衫的太阳等温儒敏丛书一二三四五六123456年级上下册适用,//detail.tmall.com/item.htm?id=576201346574&ns=1&abbucket=1,205.00,强舰图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2271114664
32,小鸟的晨歌,现货正版 语文素养读本（丛书）小学卷 小鸟的晨歌 一年级上册 小学1年级上册 阅读课小学语文课外读物 温儒敏 小鸟的晨哥 人教版,//detail.tmall.com/item.htm?id=555657027041&ns=1&abbucket=1,22.80,得一图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2209951149
33,小鸟的晨歌,现货包邮素养读本丛书 小学一年级上册+下册全2册小鸟的晨歌+穿浅蓝格子衬衫的太阳小学1年级亲子课外阅读书目课外拓展阅读训练,//detail.tmall.com/item.htm?id=562601945936&ns=1&abbucket=1,32.80,儒言图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=717577503
34,小鸟的晨歌,正版2018 语文素养读本（丛书）套装二本 1一年级上册下册 小鸟的晨歌+穿浅蓝格子衬衫的太阳 人教版 温儒敏主编 小学语文同步阅读,//detail.tmall.com/item.htm?id=563649451478&ns=1&abbucket=1,29.60,拍拍乐图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=616430292
35,小鸟的晨歌,语文素养读本丛书小学卷 小鸟的晨歌+穿浅蓝格子衬衫的太阳 一年级上册下册 课内外美文诵读教材同步拓展阅读训练课本辅导书籍教辅,//detail.tmall.com/item.htm?id=567991377915&ns=1&abbucket=1,35.80,伟业图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=1075401508
36,小鸟的晨歌,正版现货语文素养读本小学卷1小鸟的晨歌温儒敏主编一年级上册人教版小学1年级语文书同步阅读训练丛书人民教育出版社2018新版,//detail.tmall.com/item.htm?id=572353511653&ns=1&abbucket=1,16.50,文枫阁图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2456357628
37,小鸟的晨歌,全2册 语文素养读本丛书小学卷 一年级 小鸟的晨歌+穿浅蓝格子衫的太阳一年级上下册语文素养丛书亲子阅读一年级课外阅读人民教育,//detail.tmall.com/item.htm?id=574864238898&ns=1&abbucket=1,28.80,昊宇图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=358183109
38,小鸟的晨歌,小鸟的晨歌+穿浅蓝格子衫的太阳 一年级上下2册套装语文素养读本丛书小学卷 1年级上下册 温儒敏主编 小学生课外阅读教辅书籍 正版,//detail.tmall.com/item.htm?id=564269705700&ns=1&abbucket=1,36.00,凤凰新华书店旗舰店,//store.taobao.com/shop/view_shop.htm?user_number_id=288902762
39,小鸟的晨歌,套装现货包邮语文素养读本丛书一年级上册+下册 小鸟的晨歌+穿浅蓝格子衬衫的太阳全两册 小学卷2年级同步课外拓展阅读人民教育,//detail.tmall.com/item.htm?id=571657179808&ns=1&abbucket=1,35.80,天都图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2657720205
40,小鸟的晨歌,2018人民教育出版社出版温儒敏主编语文素养读本（丛书）小学卷一年级上册小鸟的晨歌小学1年级上册语文阅读书籍,//detail.tmall.com/item.htm?id=561739094280&ns=1&abbucket=1,19.20,小学童图书营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2616648914
41,小鸟的晨歌,包邮正版2018语文素养读本丛书 小学卷1-6年级全套12册 小鸟的晨歌 成为你自己 人生的瓶子成长的烦恼温儒敏 人民教育出版亲子阅读,//detail.tmall.com/item.htm?id=559930490997&ns=1&abbucket=1,198.00,兰紫图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2511679642
42,小鸟的晨歌,现货包邮语文素养读本丛书一年级上册+下册 小鸟的晨歌+穿浅蓝格子衬衫的太阳全两册 小学卷2年级同步课外拓展阅读人民教育出版社,//detail.tmall.com/item.htm?id=571524545064&ns=1&abbucket=1,35.80,雨润田图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2254289622
43,小鸟的晨歌,语文素养读本丛书 小学卷 一年级上册/1年级 小鸟的晨歌 小学课内外美文诵读教材同步知识拓展阅读训练课本辅导图书籍儿童读物教辅,//detail.tmall.com/item.htm?id=574285703893&ns=1&abbucket=1,18.00,伟业图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=1075401508
44,小鸟的晨歌,正版 语文素养读本丛书小学卷一年级上册语文小鸟的晨歌+ 一年级下册穿浅蓝格子衫的太阳1年级上下册语文素养丛书亲子阅读,//detail.tmall.com/item.htm?id=560179486670&ns=1&abbucket=1,32.60,名望星图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2347317796
45,小鸟的晨歌,小鸟的晨歌 一年级上册 语文素养读本丛书小学卷 1年级上册 温儒敏主编 小学生教辅书阅读类素养读本 人民教育出版社,//detail.tmall.com/item.htm?id=546830657509&ns=1&abbucket=1,23.90,城市绿洲图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=1092889017
46,小鸟的晨歌,语文素养读本（丛书）小学卷一年级上册小鸟的晨歌+一年级下册穿浅蓝格子衬衫的太阳全套两本温儒敏主编人民教育出版社出版,//detail.tmall.com/item.htm?id=561744066779&ns=1&abbucket=1,31.58,小学童图书营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2616648914
47,小鸟的晨歌,正版包邮 小鸟的晨歌 一年级上册 语文素养读本丛书小学卷 1年级上册 温儒敏主编 小学生教辅书阅读类素养读本 人民教育出版社,//detail.tmall.com/item.htm?id=567473120303&ns=1&abbucket=1,20.40,雨润田图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2254289622
48,穿浅蓝格子衫的太阳,2018新版现货语文素养读本小学卷全12册小学全套 小鸟的晨歌穿浅蓝格子衬衫的太阳等温儒敏丛书一二三四五六123456年级上下册适用,//detail.tmall.com/item.htm?id=565705272135&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=1,199.00,开元图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2750222405
49,穿浅蓝格子衫的太阳,小鸟的晨歌+穿浅蓝格子衬衫的太阳 书 正版  人民教育总主编:温儒敏,//detail.tmall.com/item.htm?id=579375659643&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=1,42.60,墨香图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=325727065
50,穿浅蓝格子衫的太阳,团购优惠【小鸟的晨歌+穿浅蓝格子衬衫的太阳】温儒敏 语文素养读本丛书 小学一年级上下册 人民教育出版社人教版语文读本,//detail.tmall.com/item.htm?id=537897581518&ns=1&abbucket=1,28.50,弗洛拉图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2782783791
51,穿浅蓝格子衫的太阳,领劵下单-15语文素养读本小学卷全12册小学全套 小鸟的晨歌穿浅蓝格子衬衫的太阳等温儒敏丛书一二三四五六123456年级上下册适用,//detail.tmall.com/item.htm?id=576201346574&ns=1&abbucket=1,205.00,强舰图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2271114664
52,穿浅蓝格子衫的太阳,【BD中小学教辅】语文素养读本小学卷1下穿浅蓝格子衬衫的太阳  正版书籍 9787107278839,//detail.tmall.com/item.htm?id=555044173182&ns=1&abbucket=1,24.00,南京千维图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2380413313
53,穿浅蓝格子衫的太阳,2018春包邮 温儒敏穿浅蓝格子衬衫的太阳一年级下册注音版书本 小学卷语文素养读本丛书 人民教育出版 北京大学语文教育研究所组编,//detail.tmall.com/item.htm?id=560760360819&ns=1&abbucket=1,21.80,博知四方图书专营,//store.taobao.com/shop/view_shop.htm?user_number_id=2340836129
54,穿浅蓝格子衫的太阳,现货包邮2018新版穿浅蓝格子衬衫的太阳 语文素养读本丛书小学卷一年级下册人教版 配套1年级下册亲子美文阅读儿童注音课外阅读,//detail.tmall.com/item.htm?id=565266889782&ns=1&abbucket=1,17.00,盎然图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2687426497
55,穿浅蓝格子衫的太阳,团购优惠【穿浅蓝格子衬衫的太阳】温儒敏 语文素养读本丛书 小学卷 一年级下册 北京大学语文教育研究所编 人民教育出版社,//detail.tmall.com/item.htm?id=532088905974&ns=1&abbucket=1,16.00,弗洛拉图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2782783791
56,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳/语文素养读本丛书,//detail.tmall.com/item.htm?id=556321168160&ns=1&abbucket=1,19.70,博才图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2448305656
57,穿浅蓝格子衫的太阳,小鸟的晨歌+穿浅蓝格子衬衫的太阳 正版2018 语文素养读本（丛书）套装二本 1一年级上册下册 人教版 温儒敏主编 小学语文同步阅读,//detail.tmall.com/item.htm?id=576031021636&ns=1&abbucket=1,28.60,强舰图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2271114664
58,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳/语文素养读本丛书 正版书籍 木垛图书,//detail.tmall.com/item.htm?id=524615920856&ns=1&abbucket=1,16.10,木垛图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=1961939153
59,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳/语文素养读本丛书,//detail.tmall.com/item.htm?id=523054411746&ns=1&abbucket=1,16.80,富有天下图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2591128307
60,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳 语文素养读本丛书小学卷一年级下册人教版 配套1年级下册亲子美文阅读儿童注音课外阅读,//detail.tmall.com/item.htm?id=577704937171&ns=1&abbucket=1,21.80,兴阅图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=1698005656
61,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳/语文素养读本丛书,//detail.tmall.com/item.htm?id=547594532054&ns=1&abbucket=1,14.42,土星图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2541137476
62,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳/语文素养读本丛书,//detail.tmall.com/item.htm?id=520202715096&ns=1&abbucket=1,16.80,瑞意图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=826551804
63,穿浅蓝格子衫的太阳,一年级/下册-穿浅蓝格子衬衫的太阳-小学卷 本书,//detail.tmall.com/item.htm?id=523993068408&ns=1&abbucket=1,20.40,中关村图书大厦图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2613393581
64,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳/语文素养读本丛书 书  总主编:温儒敏 人民教育 正版,//detail.tmall.com/item.htm?id=565030237031&ns=1&abbucket=1,21.30,阿鲁朗朗图书专营,//store.taobao.com/shop/view_shop.htm?user_number_id=697043450
65,穿浅蓝格子衫的太阳,语文素养读本 小学卷 穿浅蓝格子衬衫的太阳 一年级下册 人教版语文教材配套图书小学一年级语文课本 新课标语文课外阅读亲子阅读,//detail.tmall.com/item.htm?id=520012939907&ns=1&abbucket=1,13.20,博库图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=859515618
66,穿浅蓝格子衫的太阳,【量大从优】2018正版小学卷语文素养读本丛书2本一年级上下册小鸟的晨歌+穿浅蓝格子衬衫的太阳1年级同步课外阅读人民教育出版社,//detail.tmall.com/item.htm?id=566681432181&ns=1&abbucket=1,36.20,开元图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2750222405
67,穿浅蓝格子衫的太阳,小鸟的晨歌+穿浅蓝格子衬衫的太阳 正版 总主编:温儒敏书籍 人民教育图书,//detail.tmall.com/item.htm?id=571336898789&ns=1&abbucket=1,38.93,天宇图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=912382184
68,穿浅蓝格子衫的太阳,【团购优惠】包邮 语文素养读本丛书 穿浅蓝格子衬衫的太阳 一年级下册 小学卷  北京大学语文教育研究所组编 温儒敏 人民教育,//detail.tmall.com/item.htm?id=532064970377&ns=1&abbucket=1,16.80,山东书虫图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2468631159
69,穿浅蓝格子衫的太阳,现货包邮2018新版穿浅蓝格子衬衫的太阳人教版 语文素养读本丛书小学卷一年级下册 人民教育出版社  配套1年级下册亲子美文阅读童,//detail.tmall.com/item.htm?id=565957522489&ns=1&abbucket=1,26.80,浩博图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=754391969
70,穿浅蓝格子衫的太阳,【抢正版图书】穿浅蓝格子衬衫的太阳 语文素养读本 小学卷2   北,//item.taobao.com/item.htm?id=577219323099&ns=1&abbucket=1#detail,25.40,wangzhai5188,//store.taobao.com/shop/view_shop.htm?user_number_id=333499081
71,穿浅蓝格子衫的太阳,正版2018量大优惠 语文素养读本丛书小学卷 穿浅蓝格子衬衫的太阳 一年级下 人教版 1年级下册 亲子阅读 北京大学语文教育研究所,//detail.tmall.com/item.htm?id=560854610082&ns=1&abbucket=1,17.50,文豪博阅图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=374597309
72,穿浅蓝格子衫的太阳,2018正版现货语文素养读本丛书一年级上下册2本小鸟的晨歌+穿浅蓝格子衬衫的太阳1年级小学卷语文课本同步课外阅读人民教育出版社,//detail.tmall.com/item.htm?id=574171226912&ns=1&abbucket=1,30.90,盎然图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=2687426497
73,穿浅蓝格子衫的太阳,正版书/！穿浅蓝格子衬衫的太阳 语文素养读本 小学卷2,//item.taobao.com/item.htm?id=578316176339&ns=1&abbucket=1#detail,22.00,hcj938310906,//store.taobao.com/shop/view_shop.htm?user_number_id=681071568
74,穿浅蓝格子衫的太阳,【正版全新书】穿浅蓝格子衬衫的太阳 语文素养读本 小学卷2   北,//item.taobao.com/item.htm?id=578557770759&ns=1&abbucket=1#detail,21.20,时尚美婷坊,//store.taobao.com/shop/view_shop.htm?user_number_id=669711735
75,穿浅蓝格子衫的太阳,正版书/！穿浅蓝格子衬衫的太阳 语文素养读本 小学卷2,//item.taobao.com/item.htm?id=578938276330&ns=1&abbucket=1#detail,22.00,hcj9383109060,//store.taobao.com/shop/view_shop.htm?user_number_id=2589828682
76,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳 一年级下册语文素养读本丛书小学卷 1年级下册 温儒敏小学生教辅书阅读类素养读本 人民教育出版社 新华正版,//detail.tmall.com/item.htm?id=535328555008&ns=1&abbucket=1,18.16,凤凰新华书店旗舰店,//store.taobao.com/shop/view_shop.htm?user_number_id=288902762
77,穿浅蓝格子衫的太阳,穿浅蓝格子衬衫的太阳小学卷一年级下册语文素养读本丛书阅读人民教育出版社优秀青少年读物初中新课标推荐读物,//detail.tmall.com/item.htm?id=565749467615&ns=1&abbucket=1,22.40,郑州文轩图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=699783945
78,穿浅蓝格子衫的太阳,现货包邮素养读本丛书 小学一年级上册+下册全2册小鸟的晨歌+穿浅蓝格子衬衫的太阳小学1年级亲子课外阅读书目课外拓展阅读训练,//detail.tmall.com/item.htm?id=562601945936&ns=1&abbucket=1,32.80,儒言图书专营店,//store.taobao.com/shop/view_shop.htm?user_number_id=717577503
